SPREFID,USUBJID,OMEXCLFL,OMSTAT,OMREASND,OMTESTCD,OMTEST,OMSPEC,OMSTRES,OMSTRESU,OMDY,SEX
T102609-8,T102609-8-0042,,Y,,WEIGHT,Weight,HEART,987,mg,43,M
T102609-8,T102609-8-0042,,Y,,WEIGHT,Weight,KIDNEYS,2029,mg,43,M
T102609-8,T102609-8-0042,,Y,,WEIGHT,Weight,LIVER,10588,mg,43,M
T102609-8,T102609-8-0042,,Y,,WEIGHT,Weight,PROSTATE,812,mg,43,M
T102609-8,T102609-8-0042,,Y,,WEIGHT,Weight,SEM.VES./COAG.GLD.,1229,mg,43,M
T102609-8,T102609-8-0042,,Y,,WEIGHT,Weight,SPLEEN,643,mg,43,M
T102609-8,T102609-8-0042,,Y,,WEIGHT,Weight,TESTES,3562,mg,43,M
T102609-8,T102609-8-0042,,Y,,WEIGHT,Weight,THYMUS,363,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,ADRENAL GLANDS,61,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,BRAIN,2144,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,EPIDIDYMIDES,1160,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,HEART,956,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,KIDNEYS,2365,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,LIVER,12592,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,PROSTATE,757,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,SEM.VES./COAG.GLD.,1344,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,SPLEEN,704,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,TESTES,3082,mg,43,M
T102609-8,T102609-8-0041,,Y,,WEIGHT,Weight,THYMUS,574,mg,43,M
T102609-8,T102609-8-0082,,Y,,WEIGHT,Weight,ADRENAL GLANDS,64,mg,31,F
T102609-8,T102609-8-0082,,Y,,WEIGHT,Weight,BRAIN,1796,mg,31,F
T102609-8,T102609-8-0082,,Y,,WEIGHT,Weight,HEART,870,mg,31,F
T102609-8,T102609-8-0082,,Y,,WEIGHT,Weight,KIDNEYS,1773,mg,31,F
T102609-8,T102609-8-0082,,Y,,WEIGHT,Weight,LIVER,7855,mg,31,F
T102609-8,T102609-8-0082,,Y,,WEIGHT,Weight,SPLEEN,502,mg,31,F
T102609-8,T102609-8-0082,,Y,,WEIGHT,Weight,THYMUS,474,mg,31,F
T102609-8,T102609-8-0082,,Y,,WEIGHT,Weight,UTERUS WITH CERVIX,817,mg,31,F
T102609-8,T102609-8-0083,,Y,,WEIGHT,Weight,ADRENAL GLANDS,67,mg,31,F
T102609-8,T102609-8-0083,,Y,,WEIGHT,Weight,BRAIN,1988,mg,31,F
T102609-8,T102609-8-0083,,Y,,WEIGHT,Weight,HEART,789,mg,31,F
T102609-8,T102609-8-0083,,Y,,WEIGHT,Weight,KIDNEYS,1641,mg,31,F
T102609-8,T102609-8-0083,,Y,,WEIGHT,Weight,LIVER,8318,mg,31,F
T102609-8,T102609-8-0083,,Y,,WEIGHT,Weight,SPLEEN,590,mg,31,F
T102609-8,T102609-8-0083,,Y,,WEIGHT,Weight,THYMUS,411,mg,31,F
T102609-8,T102609-8-0083,,Y,,WEIGHT,Weight,UTERUS WITH CERVIX,673,mg,31,F
T102609-8,T102609-8-0117,,Y,,WEIGHT,Weight,ADRENAL GLANDS,66,mg,43,F
T102609-8,T102609-8-0117,,Y,,WEIGHT,Weight,BRAIN,1862,mg,43,F
T102609-8,T102609-8-0117,,Y,,WEIGHT,Weight,HEART,770,mg,43,F
T102609-8,T102609-8-0117,,Y,,WEIGHT,Weight,KIDNEYS,1432,mg,43,F
T102609-8,T102609-8-0117,,Y,,WEIGHT,Weight,LIVER,6638,mg,43,F
T102609-8,T102609-8-0117,,Y,,WEIGHT,Weight,SPLEEN,497,mg,43,F
T102609-8,T102609-8-0117,,Y,,WEIGHT,Weight,THYMUS,321,mg,43,F
T102609-8,T102609-8-0117,,Y,,WEIGHT,Weight,UTERUS WITH CERVIX,939,mg,43,F
T102609-8,T102609-8-0079,,Y,,WEIGHT,Weight,ADRENAL GLANDS,83,mg,30,F
T102609-8,T102609-8-0079,,Y,,WEIGHT,Weight,BRAIN,1822,mg,30,F
T102609-8,T102609-8-0079,,Y,,WEIGHT,Weight,HEART,703,mg,30,F
T102609-8,T102609-8-0079,,Y,,WEIGHT,Weight,KIDNEYS,1657,mg,30,F
T102609-8,T102609-8-0079,,Y,,WEIGHT,Weight,LIVER,7302,mg,30,F
T102609-8,T102609-8-0079,,Y,,WEIGHT,Weight,SPLEEN,506,mg,30,F
T102609-8,T102609-8-0079,,Y,,WEIGHT,Weight,THYMUS,461,mg,30,F
T102609-8,T102609-8-0079,,Y,,WEIGHT,Weight,UTERUS WITH CERVIX,893,mg,30,F
T102609-8,T102609-8-0119,,Y,,WEIGHT,Weight,ADRENAL GLANDS,74,mg,43,F
T102609-8,T102609-8-0119,,Y,,WEIGHT,Weight,BRAIN,1926,mg,43,F
T102609-8,T102609-8-0119,,Y,,WEIGHT,Weight,HEART,666,mg,43,F
T102609-8,T102609-8-0119,,Y,,WEIGHT,Weight,KIDNEYS,1465,mg,43,F
T102609-8,T102609-8-0119,,Y,,WEIGHT,Weight,LIVER,7237,mg,43,F
T102609-8,T102609-8-0119,,Y,,WEIGHT,Weight,SPLEEN,636,mg,43,F
T102609-8,T102609-8-0119,,Y,,WEIGHT,Weight,THYMUS,360,mg,43,F
T102609-8,T102609-8-0119,,Y,,WEIGHT,Weight,UTERUS WITH CERVIX,962,mg,43,F
T102609-8,T102609-8-0076,,Y,,WEIGHT,Weight,ADRENAL GLANDS,65,mg,30,F
T102609-8,T102609-8-0076,,Y,,WEIGHT,Weight,BRAIN,1874,mg,30,F
T102609-8,T102609-8-0076,,Y,,WEIGHT,Weight,HEART,856,mg,30,F
T102609-8,T102609-8-0076,,Y,,WEIGHT,Weight,KIDNEYS,1670,mg,30,F
T102609-8,T102609-8-0076,,Y,,WEIGHT,Weight,LIVER,6936,mg,30,F
T102609-8,T102609-8-0076,,Y,,WEIGHT,Weight,SPLEEN,537,mg,30,F
T102609-8,T102609-8-0076,,Y,,WEIGHT,Weight,THYMUS,376,mg,30,F
T102609-8,T102609-8-0076,,Y,,WEIGHT,Weight,UTERUS WITH CERVIX,555,mg,30,F
T102609-8,T102609-8-0081,,Y,,WEIGHT,Weight,ADRENAL GLANDS,119,mg,31,F
T102609-8,T102609-8-0081,,Y,,WEIGHT,Weight,BRAIN,2016,mg,31,F
T102609-8,T102609-8-0081,,Y,,WEIGHT,Weight,HEART,821,mg,31,F
T102609-8,T102609-8-0081,,Y,,WEIGHT,Weight,KIDNEYS,1856,mg,31,F
T102609-8,T102609-8-0081,,Y,,WEIGHT,Weight,LIVER,8468,mg,31,F
T102609-8,T102609-8-0081,,Y,,WEIGHT,Weight,SPLEEN,694,mg,31,F
T102609-8,T102609-8-0081,,Y,,WEIGHT,Weight,THYMUS,373,mg,31,F
T102609-8,T102609-8-0081,,Y,,WEIGHT,Weight,UTERUS WITH CERVIX,838,mg,31,F
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,ADRENAL GLANDS,37,mg,29,M
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,BRAIN,1997,mg,29,M
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,EPIDIDYMIDES,1159,mg,29,M
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,HEART,978,mg,29,M
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,KIDNEYS,2291,mg,29,M
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,LIVER,10877,mg,29,M
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,PROSTATE,694,mg,29,M
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,SEM.VES./COAG.GLD.,1209,mg,29,M
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,SPLEEN,649,mg,29,M
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,TESTES,3352,mg,29,M
T102609-8,T102609-8-0007,,Y,,WEIGHT,Weight,THYMUS,450,mg,29,M
T100466-7,T100466-7-0068,,Y,,WEIGHT,Weight,LUNGS,1069,mg,16,M
T100466-7,T100466-7-0068,,Y,,WEIGHT,Weight,ADRENAL GLANDS,58,mg,16,M
T100466-7,T100466-7-0068,,Y,,WEIGHT,Weight,BRAIN,1798,mg,16,M
T100466-7,T100466-7-0068,,Y,,WEIGHT,Weight,HEART,839,mg,16,M
T100466-7,T100466-7-0068,,Y,,WEIGHT,Weight,LIVER,8777,mg,16,M
T100466-7,T100466-7-0068,,Y,,WEIGHT,Weight,KIDNEYS,1439,mg,16,M
T100466-7,T100466-7-0068,,Y,,WEIGHT,Weight,SPLEEN,422,mg,16,M
T100466-7,T100466-7-0068,,Y,,WEIGHT,Weight,THYMUS,836,mg,16,M
T100466-7,T100466-7-0068,,Y,,WEIGHT,Weight,EPIDIDYMIDES,310,mg,16,M
T100466-7,T100466-7-0068,,Y,,WEIGHT,Weight,TESTES,2061,mg,16,M
T100466-7,T100466-7-0074,,Y,,WEIGHT,Weight,LUNGS,1046,mg,16,M
T100466-7,T100466-7-0074,,Y,,WEIGHT,Weight,ADRENAL GLANDS,40,mg,16,M
T100466-7,T100466-7-0074,,Y,,WEIGHT,Weight,BRAIN,1706,mg,16,M
T100466-7,T100466-7-0074,,Y,,WEIGHT,Weight,HEART,606,mg,16,M
T100466-7,T100466-7-0074,,Y,,WEIGHT,Weight,LIVER,8046,mg,16,M
T100466-7,T100466-7-0074,,Y,,WEIGHT,Weight,KIDNEYS,1420,mg,16,M
T100466-7,T100466-7-0074,,Y,,WEIGHT,Weight,SPLEEN,400,mg,16,M
T100466-7,T100466-7-0074,,Y,,WEIGHT,Weight,THYMUS,495,mg,16,M
T100466-7,T100466-7-0074,,Y,,WEIGHT,Weight,EPIDIDYMIDES,286,mg,16,M
T100466-7,T100466-7-0074,,Y,,WEIGHT,Weight,TESTES,1728,mg,16,M
T100466-7,T100466-7-0003,,Y,,WEIGHT,Weight,LUNGS,1038,mg,16,M
T100466-7,T100466-7-0003,,Y,,WEIGHT,Weight,ADRENAL GLANDS,32,mg,16,M
T100466-7,T100466-7-0003,,Y,,WEIGHT,Weight,BRAIN,1677,mg,16,M
